Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Number Households,Median Income,Label
-117.07,32.63,37,2372,444,1056,419,37583,0
-117.08,32.63,30,2504,559,1827,490,26146,0
-117.08,32.63,28,2080,427,1266,434,22788,0
-117.08,32.62,28,2468,506,1353,522,30771,0
-117.08,32.62,36,1674,309,818,307,34773,0
-117.09,32.61,23,1157,309,640,313,21548,0
-117.09,32.61,21,1945,430,1335,419,36467,0
-117.08,32.62,16,5192,1381,3261,1321,22685,0
-117.08,32.61,27,2264,525,1485,468,33514,0
-117.07,32.62,19,5016,1173,2750,1081,27838,0
-117.06,32.61,34,4325,1015,2609,979,28489,0
-117.07,32.61,22,5016,1331,3222,1196,21441,0
-117.07,32.6,18,2602,551,1042,550,19267,0
-117.07,32.59,21,1779,466,1327,488,16007,0
-117.08,32.59,30,144,52,220,48,23929,0
-117.08,32.6,24,1901,490,1334,476,22544,0
-117.07,32.61,10,1686,414,1000,391,21765,0
-117.06,32.61,24,4369,1353,3123,1247,20571,0
-117.06,32.61,23,1630,362,1267,418,25625,0
-117.07,32.6,13,1607,435,983,400,22903,0
-117.06,32.6,25,1075,238,434,234,17472,0
-117.06,32.6,24,1088,268,1095,246,24191,0
-117.06,32.6,33,905,205,989,222,27014,0
-117.05,32.63,31,4911,861,2334,843,41958,0
-117.05,32.62,34,3928,686,2315,681,42851,0
-117.04,32.62,26,3620,607,2000,593,49962,0
-117.05,32.61,31,4033,715,2585,715,35096,0
-117.05,32.61,21,6034,1205,3795,1146,32633,0
-117.05,32.61,26,1563,286,1145,313,38615,0
-117.04,32.6,20,8052,1461,5094,1430,42241,0
-117.04,32.6,18,4747,846,3002,872,39076,0
-117.05,32.59,16,4683,929,3073,865,30495,0
-117.04,32.63,26,2074,356,1228,335,41154,0
-117.04,32.62,27,1710,282,1089,297,46793,0
-117.03,32.61,23,1553,216,778,229,51538,0
-117.03,32.61,22,1028,148,523,152,60086,0
-117.03,32.6,26,1335,224,742,215,51520,0
-117.02,32.59,19,1902,335,1102,313,30365,0
-116.98,32.62,6,7995,1458,4771,1376,47068,0
-117.06,32.64,30,4494,667,1883,680,57660,0
-117.06,32.63,29,4168,742,2096,713,42204,0
-116.98,32.68,22,2346,380,1217,382,55248,0
-117.01,32.67,17,2319,348,1125,337,55510,1
-117,32.67,16,2238,307,1002,303,66143,1
-117.02,32.67,20,1505,184,635,182,65772,1
-117.01,32.66,11,9992,1368,4495,1316,69664,1
-117.02,32.66,19,771,,376,108,66272,1
-116.97,32.65,4,16450,2833,7985,2683,56631,1
-116.99,32.64,15,4331,699,2046,627,39519,0
-117.04,32.65,8,8806,1401,3159,1059,42155,1
-117.03,32.65,14,1111,142,472,145,76344,1
-117,32.64,11,3098,490,1391,484,49792,0
-117.01,32.63,7,6483,976,3269,1005,57358,1
-117.04,32.64,5,2329,542,1213,514,40298,1
-117.02,32.64,5,260,41,157,42,65151,1
-117.03,32.63,13,2087,313,1165,330,57789,1
-117.03,32.63,14,2796,476,1466,464,52489,1
-117.04,32.63,26,2756,422,1166,398,51354,0
-116.99,32.74,17,3101,547,1410,486,31771,0
-116.98,32.74,17,3943,843,1995,766,26944,0
-116.98,32.74,24,977,147,454,169,49286,0
-116.98,32.74,16,3361,537,1754,578,51098,0
-116.98,32.72,15,4209,680,1914,641,45135,0
-116.98,32.73,16,952,143,530,143,50864,0
-116.98,32.72,4,1078,158,571,184,46667,1
-116.97,32.74,14,7410,1344,3597,1274,42192,0
-116.95,32.74,7,2722,578,1429,574,39583,0
-116.96,32.71,18,2413,533,1129,551,24567,0
-116.95,32.73,17,1635,272,960,279,52671,0
-116.97,32.76,26,2460,313,838,299,59878,1
-116.98,32.75,25,4137,662,1905,630,43750,1
-116.97,32.75,28,3519,583,1720,590,47973,0
-116.98,32.75,18,1519,369,802,347,29886,0
-116.97,32.76,33,3071,466,1348,513,61768,1
-116.95,32.76,13,5543,857,2074,737,49528,1
-116.94,32.75,4,14934,2479,6945,2418,51221,1
-116.92,32.76,9,1859,307,947,304,59202,0
-116.92,32.76,7,1659,237,862,242,52741,1
-116.91,32.75,5,8710,1614,4372,1527,47813,1
-117,32.76,31,1989,280,805,301,65645,0
-116.99,32.76,21,3833,595,1645,589,46250,1
-116.99,32.74,18,3341,611,1952,602,39844,1
-117,32.74,17,2357,599,1423,510,18856,0
-116.99,32.73,30,1856,339,1103,379,40357,0
-117.01,32.75,26,4038,706,2065,687,39545,0
-117.01,32.75,34,2105,340,973,357,43088,0
-117.01,32.74,31,3473,,2098,677,26973,0
-117.01,32.73,22,2526,530,1556,529,28646,0
-117,32.73,17,6050,1143,3424,1131,37647,0
-117,32.72,10,3817,943,2352,875,21362,0
-117.01,32.72,12,2914,734,2104,703,23068,0
-116.99,32.7,15,3660,622,2629,612,40444,0
-117,32.7,23,2785,468,1456,449,43714,0
-116.98,32.71,18,2355,444,1277,433,34551,0
-116.99,32.71,21,3049,582,2355,585,38904,0
-117,32.71,22,2263,441,1395,416,37250,0
-117.01,32.71,20,3506,692,1977,668,29810,0
-116.99,32.72,15,825,130,334,131,40391,0
-116.99,32.72,14,1771,301,1046,284,47750,0
-116.99,32.72,13,1330,216,719,215,38295,0
-116.99,32.72,11,1112,164,441,174,47679,0
-117.02,32.74,30,4205,772,2012,734,35000,0
-117.03,32.73,34,2061,,1169,400,35096,0
-117.03,32.73,32,1750,333,997,335,34784,0
-117.03,32.74,37,821,150,404,135,30125,0
-117.02,32.73,22,5201,865,3280,817,47952,0
-117.02,32.72,36,2030,369,1142,357,37763,0
-117.03,32.73,38,3174,606,1557,619,35861,0
-117.03,32.72,38,886,176,505,188,35938,0
-117.03,32.72,37,2192,455,1515,446,30588,0
-117.04,32.72,24,5474,955,3020,904,40813,0
-117.04,32.73,36,2084,400,1097,398,32717,0
-117.04,32.73,25,1375,267,1032,278,35492,0
-117.05,32.72,35,3669,617,1694,585,39485,0
-117.05,32.73,27,3184,588,1763,571,35529,0
-117.03,32.74,35,1878,454,991,409,24345,0
-117.04,32.74,33,3880,770,2288,805,36848,0
-117.02,32.74,12,3301,963,2000,879,18594,0
-117.04,32.74,5,2878,785,1727,758,17179,0
-117.04,32.75,36,2297,418,1070,392,35192,0
-117.05,32.75,29,2767,612,1437,587,28306,0
-117.05,32.75,43,1718,344,826,336,27014,0
-117.03,32.77,34,1796,428,918,424,28750,0
-117.02,32.76,15,1204,326,543,326,10278,0
-117.02,32.76,40,2523,488,976,470,31100,0
-117.02,32.75,33,3296,537,1345,556,52835,1
-117.03,32.75,24,7879,1655,3898,1534,30897,0
-117.04,32.77,26,4263,1037,2199,1010,27340,0
-117.04,32.76,43,3171,665,1534,625,31410,0
-117.05,32.76,37,4879,906,2076,871,36625,0
-117.04,32.76,37,2979,557,1285,564,37368,0
-117.04,32.77,16,7963,1881,3769,1804,29624,0
-117.03,32.77,19,4819,1492,2572,1336,23393,0
-117.05,32.78,37,1184,178,529,192,47941,0
-117.03,32.78,17,5481,1618,2957,1537,25707,0
-117.02,32.78,33,3481,708,1726,719,33675,0
-117.03,32.79,31,2366,383,1077,387,42992,0
-117.03,32.79,17,7352,1699,3331,1634,27006,0
-117,32.77,30,1802,401,776,386,28125,0
-117.01,32.76,22,3626,824,1800,769,28594,0
-117.01,32.76,34,3415,608,1464,593,40549,1
-117.01,32.77,24,2311,536,1005,525,29000,0
-117.01,32.77,34,3330,723,1592,656,26678,0
-117.01,32.77,43,841,192,496,207,30179,0
-117.01,32.79,31,3776,815,1886,799,34421,0
-117.01,32.78,20,2616,597,1532,579,29896,1
-117.02,32.78,31,2567,,1198,499,34659,0
-117.02,32.79,36,2211,384,868,329,40491,0
-116.99,32.79,33,2420,393,1003,397,40658,0
-116.99,32.79,26,3623,703,1609,669,37440,0
-116.99,32.78,29,1114,163,385,154,54333,1
-117,32.79,31,3256,726,1595,706,34773,0
-116.99,32.77,35,2306,334,828,310,61103,1
-116.98,32.77,29,3558,447,1097,445,80930,1
-117,32.76,31,2545,373,956,342,43977,1
-117,32.77,35,2114,317,881,320,55000,1
-116.95,32.78,33,2432,443,1147,427,33906,0
-116.96,32.78,26,2807,630,1785,580,21638,0
-116.97,32.78,26,8902,1413,3941,1387,47943,1
-116.92,32.78,21,4192,752,2101,710,44306,0
-116.91,32.78,15,4058,511,1580,473,75000,1
-116.92,32.77,16,2770,406,1269,429,66783,1
-116.9,32.77,8,3600,492,1421,482,62609,1
-116.95,32.78,20,3425,448,1489,443,62552,1
-116.95,32.77,25,3308,421,1201,414,63191,1
-116.94,32.78,17,13559,2656,6990,2533,34340,0
-116.85,32.83,17,4234,770,2191,725,36445,0
-116.88,32.81,35,2926,562,1590,506,42014,0
-116.86,32.8,19,1747,291,848,290,48750,0
-116.83,32.83,6,3123,495,1513,480,54288,0
-116.83,32.81,18,2367,402,1021,395,48125,1
-116.92,32.79,24,4055,742,2123,744,45224,0
-116.93,32.79,23,5759,1258,3108,1202,30927,0
-116.91,32.8,32,1943,287,1081,292,56846,1
-116.9,32.79,21,3770,491,1410,446,67685,1
-116.94,32.8,21,7906,2292,4868,2117,18937,0
-116.93,32.79,19,3354,,1948,682,30192,0
-116.95,32.79,19,11391,3093,7178,2905,20326,0
-116.96,32.8,16,3920,1094,2612,1023,13291,0
-116.96,32.79,19,3008,693,2341,689,26087,0
-116.96,32.79,35,1081,266,691,259,26324,0
-116.96,32.8,24,2493,693,1420,643,18357,0
-116.97,32.79,19,4108,1101,2971,1006,19893,0
-116.96,32.79,17,5236,1325,3308,1233,23221,0
-116.97,32.78,37,1255,238,671,278,37019,0
-116.97,32.78,35,1113,236,681,246,29784,0
-116.97,32.79,32,1255,338,782,302,26635,0
-116.98,32.79,32,3756,662,1611,598,38667,0
-116.98,32.8,28,5721,1029,2672,1054,39630,0
-116.99,32.8,34,3657,538,1513,562,52907,0
-117,32.8,33,1816,325,768,316,45662,0
-117,32.8,29,2045,398,912,368,30189,0
-116.99,32.81,25,4436,758,1997,738,42386,1
-116.99,32.81,18,10968,1521,4439,1501,62787,1
-116.97,32.83,23,149,32,101,34,26458,0
-116.97,32.81,19,1573,471,844,414,21422,0
-116.97,32.8,15,3927,1018,2204,977,24367,0
-116.94,32.81,22,4266,1010,2766,985,28175,0
-116.94,32.8,28,3042,729,1964,703,24141,0
-116.96,32.8,19,4574,1152,3045,1057,20650,0
-116.96,32.8,25,3421,803,1681,742,33690,0
-116.92,32.82,34,1765,284,772,282,50118,0
-116.92,32.81,23,2668,528,1510,524,33669,0
-116.93,32.82,26,4129,714,1820,718,42586,0
-116.91,32.81,22,4331,637,1952,654,54834,1
-116.92,32.8,33,1518,268,857,272,35586,0
-116.92,32.81,17,1312,394,836,337,16686,0
-116.93,32.8,19,1867,538,1219,468,20685,0
-116.93,32.81,18,2447,466,1573,472,26429,0
-116.95,32.82,19,5308,1058,2852,1092,29161,0
-116.95,32.82,12,5535,1434,3112,1262,25949,0
-116.95,32.81,31,1277,293,698,237,31106,0
-116.96,32.81,8,2378,638,1410,623,29097,0
-116.94,32.82,35,1737,285,826,294,32411,0
-116.94,32.81,8,2517,632,1686,613,21360,0
-116.95,32.81,15,2619,599,1513,537,25430,0
-116.95,32.82,18,3038,592,1904,595,38024,0
-116.97,32.83,17,6659,1402,3183,1378,29490,0
-116.99,32.83,20,6696,1326,3687,1291,31979,0
-116.99,32.85,32,5211,949,3025,948,40931,0
-116.98,32.85,12,3570,713,3321,666,40882,0
-117.01,32.83,17,15401,3280,7302,3176,33067,0
-117.01,32.84,23,1951,395,901,378,31023,0
-117.02,32.84,17,4013,673,2263,661,51310,0
-116.96,32.85,11,9724,1796,5247,1777,41716,0
-116.96,32.86,14,3064,496,1681,503,44347,0
-116.96,32.87,17,4713,740,2531,723,48286,0
-116.98,32.88,12,7320,1279,4048,1249,43952,0
-116.98,32.86,19,2121,341,1236,353,47717,0
-116.98,32.86,16,7718,1423,4383,1394,40693,0
-117,32.87,18,11544,1979,6296,1923,44904,0
-117.01,32.85,23,2592,414,1401,431,54903,0
-117,32.85,24,1888,319,950,319,52820,0
-116.95,32.83,14,12517,2506,6389,2333,33081,0
-116.95,32.84,31,1307,,752,231,34286,0
-116.93,32.85,15,3273,895,1872,842,25388,0
-116.93,32.85,5,4116,990,2770,905,31142,0
-116.94,32.85,31,1293,232,599,228,47578,0
-116.94,32.84,32,1607,253,778,262,45278,0
-116.94,32.83,38,1701,317,872,304,37831,0
-116.88,32.86,9,3049,471,1527,515,50733,0
-116.86,32.87,17,5799,921,2630,843,50524,1
-116.84,32.86,16,2502,532,1211,494,32516,1
-116.89,32.85,16,1743,333,652,322,28906,0
-116.91,32.87,14,3048,597,1690,576,43818,0
-116.91,32.86,10,3699,838,2310,759,25365,0
-116.91,32.86,15,3153,628,1633,527,36898,0
-116.92,32.86,11,2204,518,1472,497,23693,0
-116.93,32.83,19,3038,529,1463,509,39440,0
-116.93,32.83,21,1283,278,684,289,23203,0
-116.92,32.82,17,2492,494,1278,439,28875,0
-116.92,32.85,23,1378,269,767,266,40625,0
-116.92,32.84,16,4675,834,2188,817,46674,0
-116.91,32.83,16,5203,,2515,862,41050,0
-116.92,32.82,16,2784,468,1458,465,40048,0
-116.91,32.85,21,4152,703,2255,697,45096,0
-116.89,32.85,15,3560,593,1757,574,51185,0
-116.9,32.84,18,3612,737,1864,713,27069,0
-116.89,32.82,18,2515,443,1442,449,50201,0
-116.9,32.84,18,4215,810,2104,773,40873,0
-116.91,32.82,14,1978,424,1085,387,38073,0
-116.96,32.9,16,3047,495,1507,499,53008,0
-116.94,32.89,24,2541,381,1078,372,52542,1
-116.94,32.87,24,2824,441,1480,471,52614,0
-116.93,32.87,17,3722,670,1561,604,36027,1
-116.9,32.9,19,3090,552,1621,520,40806,0
-116.84,32.92,20,1066,219,536,173,31607,0
-117.05,33.01,19,3558,588,1439,578,46250,1
-117.05,33.01,17,3430,425,1468,433,106186,1
-117.04,33.01,28,922,107,314,97,84721,1
-117.03,33,6,6139,793,2693,770,77569,1
-117.04,32.99,6,9518,1418,4413,1275,66012,1
-117.04,32.98,16,1332,196,640,193,60226,0
-117.06,32.99,16,1306,196,713,222,62683,0
-117.05,32.97,17,9911,1436,4763,1414,55882,0
-117.05,32.96,18,3593,661,1992,626,48295,0
-117.04,32.97,13,6711,1256,3683,1220,45746,0
-117.03,32.97,16,3936,694,1935,659,45625,1
-117.03,32.96,16,3424,698,1940,645,41210,0
-116.99,32.96,17,5509,866,2748,817,48854,0
-117.02,32.95,25,1909,334,1043,322,37784,0
-117.03,32.95,19,4500,815,2456,782,45032,0
-117.05,32.95,17,3039,555,1297,552,39531,0
-117.05,32.95,17,4814,1091,3013,1078,32369,0
-117.06,33.02,24,830,190,279,196,19176,0
-117.06,33.01,24,2618,485,726,443,35192,0
-117.07,33.01,25,2120,381,588,359,31187,0
-117.07,33.02,17,2863,665,715,467,26048,0
-117.06,33.04,17,1785,255,667,277,57382,1
-117.06,33.03,23,2023,309,678,340,70913,1
-117.07,33.03,14,6665,1231,2026,1001,50900,1
-117.07,33.03,15,1095,158,361,176,68099,1
-117.08,33.03,10,2296,450,818,405,43424,0
-117.07,33.04,4,2271,578,926,391,36437,1
-117.08,33.03,15,3023,623,1283,559,33724,0
-117.08,33.03,17,987,142,463,152,58747,1
-117.08,33.03,18,1339,284,761,290,53074,0
-117.09,33.03,17,2786,396,1228,396,64211,1
-117.08,33.04,10,2577,347,1193,365,65300,1
-117.15,33.02,4,15029,2279,5613,1696,72731,1
-117.1,32.97,17,3167,861,2098,828,24459,0
-117.1,32.96,7,3619,770,1134,482,41279,0
-117.05,33.05,6,7916,1293,2741,1204,56436,1
-117.05,33.04,12,1840,254,580,234,67769,1
-117.05,33.03,14,5180,1051,1639,991,45000,1
-117.05,33.03,16,87,20,32,21,43571,0
-117.06,33.02,17,2635,389,994,359,58966,1
-117.05,33.02,18,917,121,388,131,63517,1
-117.01,33.04,13,4595,567,1643,544,77684,1
-117.04,33.03,16,2852,435,1083,448,63761,1
-117.01,32.99,8,3372,430,1536,448,84284,1
-116.99,33.01,11,1412,185,529,166,77517,1
-117.09,32.91,9,2012,316,802,289,65706,1
-117.09,32.91,16,2005,266,827,270,70546,1
-117.09,32.9,16,1989,290,814,291,62715,1
-117.1,32.9,16,2994,445,1047,437,51490,0
-117.11,32.9,16,2043,388,705,352,44766,0
-117.11,32.91,15,1840,235,855,241,75992,1
-117.08,32.91,16,1653,228,690,224,65853,1
-117.08,32.93,5,14944,2490,6600,2407,60857,1
-117.08,32.91,9,1547,218,683,231,75604,1
-117.07,33.01,5,5870,977,1917,842,51998,1
-117.06,33.01,9,2470,417,904,427,44219,1
-117.07,33,4,6242,1258,2211,1116,42500,1
-117.07,33,4,9153,1866,3775,1698,49550,1
-117.08,33.01,5,5659,931,2565,902,61949,1
-117.09,32.99,16,2175,327,1037,326,51909,1
-117.09,32.99,18,3215,588,1618,509,46028,1
-117.09,32.98,23,1125,273,687,308,23182,1
-117.12,32.96,16,3050,559,1444,512,52463,0
-117.11,32.97,9,1531,242,850,240,60862,1
-117.1,33,5,15502,2613,7417,2358,59094,1
-117.11,32.95,11,4694,824,2223,783,49485,1
-117.12,32.95,8,3670,536,1723,592,63542,1
-117.12,32.96,15,2869,405,1526,402,60175,1
-117.12,32.95,4,9018,1572,4438,1498,49880,1
-117.08,32.97,3,17466,3336,7644,2895,54584,1
-117.06,32.97,17,4754,877,2412,832,43548,0
-117.25,33.06,6,9859,1448,4194,1401,64390,1
-117.25,33.05,16,2794,476,1387,442,43286,1
-117.26,33.05,14,2323,373,1057,372,62513,1
-117.26,33.06,11,2660,352,1226,366,76832,1
-117.24,33.05,15,3029,555,1559,546,53129,0
-117.24,33.05,11,5827,882,2588,842,64027,1
-117.2,33.07,5,10394,1617,4496,1553,59289,1
-117.16,33.06,16,1988,279,770,252,58661,1
-117.21,33.03,20,3370,433,1020,408,110911,1
-117.18,33.02,15,3540,453,1364,425,136623,1
-117.21,33.02,26,3194,454,1032,406,101560,1
-117.23,33.01,18,3961,511,1541,470,111118,1
-117.26,32.97,25,2582,495,1088,471,64651,1
-117.26,32.96,36,1721,264,710,282,101768,1
-117.26,32.95,34,1651,273,650,271,56582,1
-117.26,32.95,22,5484,1227,1947,1012,44375,1
-117.3,32.96,30,1226,205,380,151,42875,1
-117.25,33.01,16,3892,520,1454,524,77317,1
-117.24,33,16,2512,356,795,353,75975,1
-117.23,32.99,17,2718,326,1011,319,150001,1
-117.25,32.99,10,4926,749,1478,634,74720,1
-117.25,33,14,2518,458,931,414,58393,1
-117.26,33,31,2695,491,1059,451,47841,1
-117.27,33,36,2426,454,1085,420,51523,1
-117.31,33,30,1631,310,665,297,68443,1
-117.26,32.99,16,2127,512,1532,499,27348,1
-117.27,32.99,21,3318,578,1273,538,55922,1
-117.26,32.98,12,3900,977,1690,892,41250,1
-117.31,32.98,17,2789,648,849,345,41012,1
-117.27,32.98,17,1853,392,351,208,52742,1
-117.32,33.01,29,3584,712,1619,667,41250,1
-117.28,33.02,21,2736,585,1251,576,42356,1
-117.27,33.02,13,5723,1242,2450,1140,47179,1
-117.26,33.04,18,2229,346,1088,352,63525,1
-117.26,33.04,16,3109,450,1433,453,66319,1
-117.24,33.04,13,3498,663,1412,618,32120,0
-117.25,33.03,6,3416,493,1319,467,69326,1
-117.27,33.03,25,1787,311,1108,311,39826,1
-117.27,33.03,16,2240,443,1104,416,35313,0
-117.26,33.02,9,4632,759,1724,685,63712,1
-117.27,33.03,19,2899,499,1356,512,48700,1
-117.27,33.02,21,2144,340,928,344,57980,1
-117.29,33.05,28,1146,338,672,292,31667,1
-117.28,33.04,12,4459,928,2471,888,35179,1
-117.27,33.04,27,1839,392,1302,404,35500,1
-117.29,33.04,30,2750,555,1281,520,47333,1
-117.33,33.03,31,1171,321,603,267,28611,1
-117.3,33.07,14,2670,426,1034,407,64247,1
-117.29,33.08,18,3225,515,1463,476,57787,1
-117.27,33.08,7,2949,447,1335,426,60922,1
-117.29,33.06,20,2110,335,1008,325,61509,1
-117.28,33.06,8,4172,1022,2585,941,40118,1
-117.27,33.06,7,3686,733,1612,672,31970,1
-117.27,33.05,15,3333,808,1371,737,29083,0
-117.3,33.08,24,2628,527,1389,520,40000,1
-117.34,33.06,17,2718,518,815,403,43182,1
-117.31,33.07,21,2035,534,948,467,32984,1
-117.3,33.07,16,3147,765,2165,690,35585,1
-117.3,33.06,24,2171,511,870,442,31940,1
-117.3,33.06,31,2128,520,1049,485,40270,1
-117.3,33.05,34,1797,458,775,391,32308,1
-117.33,33.17,11,10923,2041,4773,1858,40791,1
-117.34,33.16,31,2851,458,1286,467,45694,1
-117.33,33.16,29,3559,552,1533,545,40585,1
-117.32,33.15,15,13245,2212,5495,2060,54904,1
-117.32,33.12,25,2670,527,936,461,27717,1
-117.31,33.1,15,2392,446,747,421,35341,1
-117.29,33.13,4,617,105,224,105,39205,0
-117.31,33.11,7,7974,1703,2904,1550,41282,0
-117.29,33.12,4,1380,322,755,286,47961,0
-117.29,33.1,6,6091,1018,2064,957,51837,1
-117.28,33.1,13,2644,422,1197,399,65338,1
-117.35,33.17,16,4595,1341,2849,1197,24780,0
-117.34,33.16,24,1006,277,610,246,22500,0
-117.34,33.15,19,5710,1423,4163,1406,30306,0
-117.35,33.16,22,1331,305,580,193,39750,1
-117.35,33.16,10,1684,515,902,449,37891,1
-117.34,33.15,17,4505,1140,2111,1062,33536,1
-117.36,33.18,26,5550,1153,2372,1058,25509,0
-117.36,33.18,39,1546,291,833,308,28893,0
-117.35,33.17,36,1977,423,812,387,36250,0
-117.36,33.17,24,2046,442,812,367,23182,1
-117.37,33.18,19,1931,509,855,394,26979,1
-117.37,33.19,23,4104,1274,4729,1187,18214,0
-117.37,33.19,33,2205,453,1138,439,28819,1
-117.37,33.19,18,975,382,650,286,19562,0
-117.37,33.19,38,861,213,486,204,41875,0
-117.38,33.19,35,928,264,538,248,24583,0
-117.38,33.14,14,5039,1373,1298,696,32090,1
-117.38,33.19,26,4123,1145,1703,895,19891,1
-117.38,33.2,17,1877,581,1288,426,19386,0
-117.37,33.2,19,928,317,845,319,16318,0
-117.38,33.19,17,353,112,359,118,15625,0
-117.38,33.2,26,1427,386,974,317,13903,0
-117.36,33.2,19,1926,557,1190,483,13269,0
-117.36,33.2,19,2129,562,1323,525,29539,0
-117.36,33.2,26,2447,482,1405,486,32917,0
-117.35,33.2,23,3297,728,1793,622,25754,0
-117.35,33.21,24,1586,262,912,298,42500,0
-117.34,33.21,23,2062,376,1302,379,40109,0
-117.35,33.2,32,1251,220,700,232,39875,0
-117.34,33.21,12,5963,1372,3015,1124,27386,1
-117.35,33.19,28,2823,476,1189,433,51733,0
-117.34,33.19,23,3546,553,1533,518,52760,1
-117.33,33.19,15,3672,845,1827,796,29716,0
-117.34,33.19,19,3575,525,1654,559,57409,1
-117.29,33.24,5,3109,634,1823,578,31875,0
-117.3,33.23,13,3619,791,1759,806,27650,0
-117.32,33.23,24,2580,604,982,569,16402,0
-117.31,33.24,6,1580,288,792,265,40469,0
-117.32,33.22,15,4784,1039,1810,986,24375,0
-117.33,33.22,21,2868,602,855,559,27846,0
-117.32,33.22,16,1057,232,316,221,27417,0
-117.33,33.21,17,1246,300,424,288,22882,0
-117.3,33.22,4,14960,2988,6666,2612,37568,0
-117.31,33.19,11,20944,3753,8738,3441,43762,1
-117.29,33.2,16,2150,461,1428,407,24754,0
-117.31,33.18,16,1835,430,599,399,20147,0
-117.29,33.19,18,6235,1233,4127,1162,30704,0
-117.28,33.2,20,4835,854,2983,834,43428,0
-117.37,33.22,35,2204,482,1435,462,36760,0
-117.35,33.23,4,1837,287,934,277,38958,0
-117.35,33.21,18,2971,606,2051,493,26750,0
-117.38,33.21,31,1502,367,1514,342,26442,0
-117.37,33.2,29,1315,311,1425,306,20272,0
-117.28,33.28,13,6131,1040,4049,940,38156,0
-117.25,33.3,14,2513,351,1151,357,63054,1
-117.26,33.26,9,4609,798,2582,746,43429,0
-117.3,33.26,23,1678,275,1227,264,41713,0
-117.3,33.25,22,2329,419,1456,381,37933,0
-117.31,33.25,14,3483,764,2140,687,31250,0
-117.31,33.25,13,3075,630,1843,674,28558,0
-117.32,33.25,7,2499,420,1314,398,48500,0
-117.32,33.25,7,8206,1523,4399,1423,36301,0
-117.34,33.23,11,3737,757,2212,727,31062,0
-117.33,33.23,15,2919,592,1130,579,25872,0
-117.33,33.23,15,1905,416,1258,388,33300,0
-117.33,33.24,13,4543,881,2298,870,29386,0
-117.42,33.35,14,25135,4819,35682,4769,25729,0
-117.24,33.34,17,2866,442,1354,431,45764,1
-117.22,33.36,16,3165,482,1351,452,46050,1
-117.22,33.31,12,2924,433,1193,394,62475,1
-117.21,33.34,10,5294,817,2312,810,54563,1
-117.19,33.34,15,3310,488,1104,460,61009,1
-117.17,33.34,15,3313,679,1022,564,27986,0
-117.2,33.29,12,6358,1182,2778,1020,40357,1
-117.17,33.28,16,1921,312,862,280,51786,1
-117.25,33.38,16,3536,765,2007,687,30000,0
-117.24,33.4,16,2704,463,1322,424,37857,1
-117.23,33.38,18,3339,704,1727,652,28393,0
-117.24,33.38,16,2792,525,1696,516,36680,0
-117.25,33.38,17,1614,431,1031,389,20956,0
-117.25,33.39,22,2699,543,1425,491,23750,0
-117.26,33.37,7,2221,548,1440,501,22368,0
-117.25,33.37,8,1755,530,1687,511,19950,0
-117.24,33.37,14,4687,793,2436,779,45391,0
-117.24,33.36,11,2786,480,1250,450,45000,1
-117.25,33.36,6,3725,960,2833,915,23214,1
-117.34,33.46,14,1902,338,848,304,55395,1
-117.19,33.41,16,3031,554,1301,518,40882,1
-117.14,33.39,17,2889,587,1931,510,38547,1
-117.2,33.38,14,5392,821,2350,810,50507,1
-117.1,33.36,19,3518,658,2091,610,32614,0
-116.95,33.31,16,2921,639,1838,540,22393,0
-117.03,33.32,14,1088,209,601,193,38438,1
-117.05,33.29,17,1800,312,891,281,70177,1
-117.05,33.26,14,3103,569,1704,539,37644,1
-117.12,33.27,11,3016,601,1727,541,49375,1
-117,33.29,17,2073,313,573,221,82531,1
-116.98,33.26,12,5898,1002,3129,945,47647,1
-116.99,33.2,17,2980,539,1531,505,31553,1
-116.9,33.22,11,4132,773,2012,703,31906,1
-117.14,33.23,11,4068,829,918,500,31272,1
-117.11,33.23,13,5819,919,2228,866,49335,1
-117.08,33.23,14,3337,571,1385,512,41500,1
-117.2,33.24,12,4992,,2106,801,62079,1
-117.15,33.2,16,2690,459,1253,393,40328,1
-117.2,33.2,16,4409,629,1875,609,55430,1
-117.22,33.22,17,3675,672,1693,597,33882,0
-117.22,33.22,16,2134,643,1555,560,17217,0
-117.22,33.22,15,1430,343,704,322,19571,0
-117.23,33.24,26,1991,330,1014,304,43068,1
-117.24,33.23,13,3756,648,1767,614,40776,0
-117.24,33.23,21,1718,308,1194,312,34359,0
-117.23,33.23,13,2899,657,1946,579,29875,0
-117.23,33.22,18,2334,573,962,557,18080,0
-117.23,33.22,16,3224,729,1036,608,20246,0
-117.24,33.22,20,1962,334,1173,349,41316,0
-117.24,33.21,9,2486,626,1938,525,21293,0
-117.23,33.21,34,544,108,348,127,41250,0
-117.25,33.25,6,6160,993,2997,1029,46187,1
-117.27,33.23,5,20908,3933,9690,3510,41405,0
-117.27,33.22,5,2283,337,999,325,50249,0
-117.27,33.22,16,1420,311,470,313,18849,0
-117.28,33.22,13,2832,542,1065,531,23844,0
-117.27,33.21,5,5764,996,3161,1012,44531,0
-117.25,33.22,26,2010,347,1160,331,39815,0
-117.25,33.22,19,2167,443,1654,435,35000,0
-117.26,33.21,26,1906,408,1325,427,30197,0
-117.28,33.2,11,1472,261,1012,285,42100,0
-117.27,33.2,23,2145,379,1360,404,42054,0
